[7.1.2021 | 17:49:44] [COVER]: 6946 
[18.1.2021 | 9:52:1] [Adan]: XDDD 

[18.1.2021 | 9:52:5] [St3fan_K]: xd 

[18.1.2021 | 9:52:9] [Adan]: 2878 

[18.1.2021 | 9:52:27] [St3fan_K]: po prostu wpisujesz w wyszukiwarke zadanie 

[18.1.2021 | 9:52:30] [Adan]: ih 

[18.1.2021 | 9:53:0] [Adan]: /fia 

[18.1.2021 | 9:53:10] [Adan]: no 

[18.1.2021 | 9:53:13] [Adan]: panie bocie 

[18.1.2021 | 9:53:23] [Adan]: ;ooooooo 

[18.1.2021 | 9:53:27] [Adan]: goool 

[18.1.2021 | 9:53:28] [Invejosa]: Nie floodujemy 

[18.1.2021 | 9:53:32] [Adan]: ok 

[18.1.2021 | 9:53:57] [Adan]: /rlcraft 

[18.1.2021 | 9:53:58] [Adan]: sad 

[18.1.2021 | 9:54:1] [Adan]: szkoda ze nie ma 

[18.1.2021 | 9:54:7] [Adan]: mc na modach tu 

[18.1.2021 | 9:54:12] [Adan]: np żeczy z rlcraft 

[18.1.2021 | 9:54:15] [Adan]: to paczka modow 

[18.1.2021 | 9:54:38] [Adan]: o nie 

[18.1.2021 | 9:54:56] [Adan]: oo 

[18.1.2021 | 9:55:1] [Adan]: ja papugi lubie 

[18.1.2021 | 9:55:14] [Invejosa]: Nawet Cichy o Tobie pomyślał, widzisz? 

[18.1.2021 | 9:55:26] [Adan]: nie pomyslal 

[18.1.2021 | 9:55:32] [Adan]: ale fajnie ze papuge dodał 

[18.1.2021 | 9:55:38] [Invejosa]: Pomyślał, pomyślał 

[18.1.2021 | 9:55:41] [Invejosa]: :)) 

[18.1.2021 | 9:55:42] [Adan]: OO 

[18.1.2021 | 9:55:45] [Adan]: misiu 

[18.1.2021 | 9:55:56] [Adan]: re 

[18.1.2021 | 9:56:4] [Adan]: lisek 

[18.1.2021 | 9:56:12] [NoOne]: <:lisekk:741571673484165170> 

[18.1.2021 | 9:56:20] [Adan]: ;D 

[18.1.2021 | 9:56:33] [Adan]: ale ten bot rozbudowany będzie 

[18.1.2021 | 9:56:47] [Adan]: hmm 

[18.1.2021 | 9:56:52] [Adan]: .pogoda leszno 

[18.1.2021 | 9:57:33] [Adan]: e 

[18.1.2021 | 9:57:36] [Adan]: mi nie dziala 

[18.1.2021 | 9:57:54] [Cichy]: Restartowałem bota, w momencie, gdy wpisałeś komene. 

[18.1.2021 | 9:58:8] [Adan]: a k 

[18.1.2021 | 9:58:13] [Adan]: k 

[18.1.2021 | 9:58:40] [Adan]: nieee 

[18.1.2021 | 9:58:44] [Adan]: bot wyszedl 

[18.1.2021 | 9:58:45] [Adan]: aa 

[18.1.2021 | 9:59:18] [Adan]: oo 

[18.1.2021 | 9:59:55] [Adan]: hm 

[18.1.2021 | 10:0:7] [Adan]: XD 

[18.1.2021 | 10:0:16] [Invejosa]: Cichy cos zepsul 

[18.1.2021 | 10:0:17] [Adan]: Hm 

[18.1.2021 | 10:0:21] [Adan]: ile tu sie dzieje 

[18.1.2021 | 10:0:21] [Adan]: XD 

[18.1.2021 | 10:0:28] [sirvel_wolf]: mam smoka 

[18.1.2021 | 10:0:30] [Invejosa]: Komenda /mc robi furorę 🤣 

[18.1.2021 | 10:0:30] [St3fan_K]: jej 

[18.1.2021 | 10:0:33] [Adan]: Nojs 

[18.1.2021 | 10:0:35] [St3fan_K]: jestem osłem 

[18.1.2021 | 10:0:38] [Adan]: XD 

[18.1.2021 | 10:0:42] [St3fan_K]: cały ja 

[18.1.2021 | 10:0:54] [NoOne]: Ja nie użyje 😋 

[18.1.2021 | 10:0:55] [Adan]: chce ktos moj avatar? 

[18.1.2021 | 10:0:55] [Invejosa]: Cichy musi chyba dodać więcej komend z grą Minecraft związaną 

[18.1.2021 | 10:1:1] [Adan]: usmiechnięta bozka 

[18.1.2021 | 10:1:2] [sirvel_wolf]: chwila 

[18.1.2021 | 10:1:22] [Adan]: aa 

[18.1.2021 | 10:1:24] [Adan]: to takie anime 

[18.1.2021 | 10:1:24] [sirvel_wolf]: jest charget creeper <@!632672411141013530> 

[18.1.2021 | 10:1:29] [Adan]: cichy why 

[18.1.2021 | 10:1:56] [Cichy]: Słucham? 

[18.1.2021 | 10:2:1] [Adan]: poco 

[18.1.2021 | 10:2:6] [Adan]: komenda anime 

[18.1.2021 | 10:2:13] [sirvel_wolf]: jest charged creeper? 

[18.1.2021 | 10:2:37] [Adan]: Ile osob 

[18.1.2021 | 10:2:40] [Adan]: na serwerze gra 

[18.1.2021 | 10:2:45] [Adan]: MonkaS 

[18.1.2021 | 10:2:59] [Adan]: ale najpopularniejszy serwer na swiecie 

[18.1.2021 | 10:3:0] [Adan]: wsm 

[18.1.2021 | 10:3:16] [sirvel_wolf]: <@!632672411141013530> 

[18.1.2021 | 10:3:37] [Cichy]: Nie wiem, sprawdź. 

[18.1.2021 | 10:3:44] [Cichy]: Korzystałem z poleceń API. 

[18.1.2021 | 10:4:28] [Adan]: oK 

[18.1.2021 | 10:4:42] [Adan]: sad 

[18.1.2021 | 10:4:43] [Adan]: saddd 

[18.1.2021 | 10:4:44] [Adan]: d 

[18.1.2021 | 10:4:45] [St3fan_K]: /kill 

[18.1.2021 | 10:4:48] [Adan]: nie mam odznak 

[18.1.2021 | 10:4:57] [NoOne]: <a:aPandaHYPE:777696673719255093> 

[18.1.2021 | 10:5:2] [Adan]: ALE SŁODKIE 

[18.1.2021 | 10:5:5] [Adan]: sda 

[18.1.2021 | 10:5:13] [St3fan_K]: /lisek 

[18.1.2021 | 10:5:17] [Adan]: xd 

[18.1.2021 | 10:5:34] [Invejosa]: Gdzie ten kot na tamtym zdjeciu 

[18.1.2021 | 10:5:39] [NoOne]: ? 

[18.1.2021 | 10:5:40] [Invejosa]: Gdzie tutaj jest kot...? 

[18.1.2021 | 10:5:46] [Adan]: XD 

[18.1.2021 | 10:5:57] [St3fan_K]: odkurzacz ko wykurzył 

[18.1.2021 | 10:6:4] [Adan]: mr 

[18.1.2021 | 10:6:21] [Adan]: /k=lis 

[18.1.2021 | 10:6:47] [Adan]: o 

[18.1.2021 | 10:7:1] [Adan]: o 

[18.1.2021 | 10:7:4] [Adan]: smok 

[18.1.2021 | 10:7:4] [sirvel_wolf]: znowu 

[18.1.2021 | 10:7:5] [Adan]: znowu 

[18.1.2021 | 10:7:7] [Adan]: XD 

[18.1.2021 | 10:7:9] [St3fan_K]: xd 

[18.1.2021 | 10:7:9] [sirvel_wolf]: xd 

[18.1.2021 | 10:7:37] [sirvel_wolf]: trzeci raz smok 

[18.1.2021 | 10:7:52] [Adan]: nie spam n 

[18.1.2021 | 10:7:58] [Adan]: nie spam ty 

[18.1.2021 | 10:7:58] [Adan]: m 

[18.1.2021 | 10:8:7] [St3fan_K]: jestem smokiem 

[18.1.2021 | 10:8:25] [sirvel_wolf]: ja byłem trzy razy 

[18.1.2021 | 10:8:41] [Invejosa]: Haha, /mc to bedzie zaraz atrybut bota! 

[18.1.2021 | 10:8:51] [sirvel_wolf]: o 

[18.1.2021 | 10:8:57] [sirvel_wolf]: czwarty 

[18.1.2021 | 10:8:59] [sirvel_wolf]: smok 

[18.1.2021 | 10:9:13] [Adan]: <@!793522598000459788> 

[18.1.2021 | 10:9:18] [Adan]: zrob cos z nim 

[18.1.2021 | 10:9:19] [Adan]: no 

[18.1.2021 | 10:9:23] [Adan]: widzial juz wszystko 

[18.1.2021 | 10:9:25] [sirvel_wolf]: piąty 

[18.1.2021 | 10:9:28] [Adan]: nie spam tym 

[18.1.2021 | 10:9:39] [sirvel_wolf]: ja szukam charget creepera 

[18.1.2021 | 10:9:47] [Adan]: nie bendzie 

[18.1.2021 | 10:9:54] [Adan]: Wymagania rekrutacji:


1. Podanie minimum na 60 słów.

Podanie:
● ( Obowiązkowe ) Imie: Adam
● ( Nieobowiązkowe ) Wiek: 12
● ( Obowiązkowe ) Zainteresowania: Gra, Robienie gier, Programowanie, Granie w piłke, Granie w piłke koszykową, Granie w piłke ręczną
● ( Obowiązkowe ) Informacje o sobie: Jestem Adam lubie grać w piłke lubie kurczaka i spagetti. Co mnie najbardziej interesuje? wsumie to programowanie ale bardziej gry chce odkrywać światy gier np. Jakieś gry odkrywcze
● ( NieObowiązkowe ) Sprawny mikrofon: Tak bardzo.

2. Posiadanie dobrej reputacji wsród Użytkowników i Moderacji serwera.

Reputacja:
Reputacje możesz także sprawdzić pod =reps <Użytkownik> List.

( Obowiązkowe ) Czy spełniam wymagania reputacji: Tak

3. Musisz przebywać na serwerze minimum 24h.

 ( Obowiązkowe ) Czy spełniam wymagania przebywania czasu na serwerze: Tak

4. Musisz zaprosić trzech Użytkowników w dniu rekrutacji.

 ( Obowiązkowe ) Czy spełniam wymaganie zaproszeń na serwer: Tak zaprosiłem nawet 6 osob dołączyło


ksywa - Delman, Adam



Obowiązki Pomocnika:
1. Bezwględne przestrzeganie regulaminu.
2. Bezinteresowne udzielanie pomocy Moderacji i Użytkownikom serwera.
3. Organizowanie minimum dwóch partnerstw na jeden tydzień.
4. Wymierzanie kar Użytkownikom za ich szkodliwe działania.
5. Wykonywanie poleceń Moderacji z wyższą rolą. 

[18.1.2021 | 10:9:57] [Adan]: ku 

[18.1.2021 | 10:10:0] [Adan]: XD 

[18.1.2021 | 10:10:29] [NoOne]: <a:Among_Us_Crouching:767652152134729738> 

[18.1.2021 | 10:10:34] [Adan]: among aa 

[18.1.2021 | 10:10:45] [sirvel_wolf]: <@!632672411141013530> dodaj charget creepera 

[18.1.2021 | 10:11:8] [Cichy]: Zrób mi listę stworzeń, którę miałbym dodać. 

[18.1.2021 | 10:11:13] [Cichy]: Dla jednego nie będę zmieniał. 

[18.1.2021 | 10:11:39] [St3fan_K]: zobacz propozycje cichy 

[18.1.2021 | 10:11:45] [Cichy]: Widziałem. 

[18.1.2021 | 10:11:58] [Cichy]: Nie wiem, na czym miałaby polegać komenda /mc-item. 

[18.1.2021 | 10:12:5] [Cichy]: Na generowaniu przedmiotów? 

[18.1.2021 | 10:12:11] [Cichy]: Zdjęć przedmiotów? 

[18.1.2021 | 10:12:13] [St3fan_K]: tak 

[18.1.2021 | 10:12:26] [NoOne]: <:AK_PandaDisgust:760435593065922591> 

[18.1.2021 | 10:12:31] [St3fan_K]: nie? 

[18.1.2021 | 10:12:41] [NoOne]: Być przedmiotem? 

[18.1.2021 | 10:12:47] [St3fan_K]: xd 

[18.1.2021 | 10:12:51] [Invejosa]: Racja... 

[18.1.2021 | 10:12:51] [NoOne]: I jednak trochę tego jest 

[18.1.2021 | 10:12:52] [St3fan_K]: no czemu nie 

[18.1.2021 | 10:12:53] [Invejosa]: Trochę to odziwne 

[18.1.2021 | 10:13:7] [St3fan_K]: albo 

[18.1.2021 | 10:13:21] [Adan]: coooo 

[18.1.2021 | 10:13:28] [Adan]: po co tu komenda ||gay|| 

[18.1.2021 | 10:13:39] [St3fan_K]: narpierw losujesz moba a potem item 

[18.1.2021 | 10:14:0] [St3fan_K]: to mogło by mieć sens 

[18.1.2021 | 10:14:12] [Adan]: po co mi ten kod? 

[18.1.2021 | 10:14:20] [Invejosa]: nie wiem 

[18.1.2021 | 10:14:25] [Adan]: hm 

[18.1.2021 | 10:14:29] [Invejosa]: To jakiś losowy kod 

[18.1.2021 | 10:14:33] [Adan]: a 

[18.1.2021 | 10:14:33] [Invejosa]: Nie wiem do czego, do niczego chyba 

[18.1.2021 | 10:14:42] [Adan]: invejosa 

[18.1.2021 | 10:14:44] [Adan]: <#764806238206558208> 

[18.1.2021 | 10:14:45] [Invejosa]: ? 

[18.1.2021 | 10:14:46] [Invejosa]: ... 

[18.1.2021 | 10:14:48] [Adan]: X 

[18.1.2021 | 10:14:49] [Adan]: D 

[18.1.2021 | 10:14:52] [Invejosa]: Powiedziałam Ci na <#764928408231608350>... 

[18.1.2021 | 10:21:28] [Adan]: o kurde 

[18.1.2021 | 10:21:30] [Adan]: nojs 

[18.1.2021 | 10:21:47] [Adan]: o 

[18.1.2021 | 10:21:53] [Adan]: HA 

[18.1.2021 | 10:21:53] [Invejosa]: Ops... 

[18.1.2021 | 10:22:2] [Invejosa]: Wydało się... 

[18.1.2021 | 10:22:3] [St3fan_K]: em 

[18.1.2021 | 10:22:6] [Invejosa]: Ummm... 

[18.1.2021 | 10:22:7] [Adan]: wlasnie 

[18.1.2021 | 10:22:13] [Adan]: cichy 

[18.1.2021 | 10:22:14] [Adan]: degrada 

[18.1.2021 | 10:22:16] [St3fan_K]: no no.. 

[18.1.2021 | 10:22:17] [Adan]: jej daj 

[18.1.2021 | 10:22:25] [Invejosa]: Cichy nie da, nie da 

[18.1.2021 | 10:22:25] [sirvel_wolf]: xd 

[18.1.2021 | 10:22:33] [Adan]: wiem 

[18.1.2021 | 10:22:35] [Adan]: bo cb kc 

[18.1.2021 | 10:22:52] [Invejosa]: Nie, nie to miałam na myśli 

[18.1.2021 | 10:22:55] [Adan]: <:PepeOk:795980596685701152>  ||piekne|| 

[18.1.2021 | 10:23:5] [Adan]: <:Trollolololo:795980519699120178> 

[18.1.2021 | 10:23:24] [Invejosa]: <:WczesnySupport:797532884835631135> 

[18.1.2021 | 10:23:43] [Adan]: <:PepeRage:795980412483665930> 

[18.1.2021 | 10:31:19] [Adan]: <:Google:798628324100014100> 

[18.1.2021 | 10:31:58] [Adan]: delete pls 

[18.1.2021 | 10:32:4] [Adan]: gowno 

[18.1.2021 | 10:32:6] [Adan]: eh 

[18.1.2021 | 10:32:39] [sirvel_wolf]: .osiagniecie 

[18.1.2021 | 10:34:2] [Adan]: ree 

[18.1.2021 | 10:34:6] [Adan]: ale to jest w rlcraft 

[18.1.2021 | 10:34:10] [Adan]: te osiagniecie 

[18.1.2021 | 10:34:11] [Adan]: XD 

[18.1.2021 | 10:34:54] [sirvel_wolf]: 5296 

[18.1.2021 | 10:34:59] [sirvel_wolf]: ez 

[18.1.2021 | 10:35:7] [Adan]: kalkulator nice 

[18.1.2021 | 10:35:14] [sirvel_wolf]: xd 

[18.1.2021 | 10:35:59] [sirvel_wolf]: xd 

[18.1.2021 | 10:36:4] [sirvel_wolf]: projecte 

[18.1.2021 | 10:39:6] [Adan]: XD 

[18.1.2021 | 10:39:27] [sirvel_wolf]: ojojoj 

[18.1.2021 | 10:39:34] [sirvel_wolf]: chyba nowa komenda 

[18.1.2021 | 10:39:39] [sirvel_wolf]: do spamienia 

[18.1.2021 | 10:39:41] [sirvel_wolf]: xd 

[18.1.2021 | 10:40:3] [St3fan_K]: hmm 

[18.1.2021 | 10:41:36] [sirvel_wolf]: gg no re 

[18.1.2021 | 10:42:7] [sirvel_wolf]: 😕 

[18.1.2021 | 10:42:20] [sirvel_wolf]: f 

[18.1.2021 | 10:47:5] [sirvel_wolf]: /8bal 

[18.1.2021 | 10:53:52] [Adan]: e 

[18.1.2021 | 10:54:9] [Adan]: uu 

[18.1.2021 | 10:57:29] [Adan]: o 

[18.1.2021 | 16:43:16] [NoOne]: .collect-income 

[18.1.2021 | 16:43:21] [NoOne]: .work 

[18.1.2021 | 16:43:22] [NoOne]: .slut 

[18.1.2021 | 16:43:27] [NoOne]: .crime 

[18.1.2021 | 16:43:32] [NoOne]: .dep all 

[18.1.2021 | 17:7:31] [Invejosa]: .collect-income 

[18.1.2021 | 17:7:33] [Invejosa]: .work 

[18.1.2021 | 17:7:34] [Invejosa]: .slut 

[18.1.2021 | 17:7:35] [Invejosa]: .crime 

[18.1.2021 | 17:7:39] [Invejosa]: .dep all 

[18.1.2021 | 18:52:51] [💜-Agatka007-💜]: .work 

[18.1.2021 | 18:52:54] [💜-Agatka007-💜]: .crime 

[18.1.2021 | 18:52:55] [💜-Agatka007-💜]: .slut 

[18.1.2021 | 18:52:57] [💜-Agatka007-💜]: .dep all 

[18.1.2021 | 18:52:59] [💜-Agatka007-💜]: .bal 

[18.1.2021 | 22:36:32] [sirvel_wolf]: .collect-income 

[18.1.2021 | 22:36:35] [sirvel_wolf]: .work 

[18.1.2021 | 22:36:39] [sirvel_wolf]: .slut 

[18.1.2021 | 22:36:43] [sirvel_wolf]: .crime 

[18.1.2021 | 22:36:46] [sirvel_wolf]: .dep all 

[18.1.2021 | 22:36:51] [sirvel_wolf]: .bal 

[18.1.2021 | 22:44:57] [sirvel_wolf]: ^mc 

[18.1.2021 | 22:45:39] [sirvel_wolf]: No 

[18.1.2021 | 22:45:44] [sirvel_wolf]: Nareszcie 

[18.1.2021 | 23:8:18] [Asasin22]: .collect-income 

[18.1.2021 | 23:8:21] [Asasin22]: .work 

[18.1.2021 | 23:8:26] [Asasin22]: .crime 

[18.1.2021 | 23:8:28] [Asasin22]: .slut 

[18.1.2021 | 23:8:33] [Asasin22]: .dep all 

[18.1.2021 | 23:8:38] [Asasin22]: .bal 

[18.1.2021 | 23:8:41] [Asasin22]: :I 

[19.1.2021 | 9:56:42] [Sverige AKA Damian.]: 9964 

[19.1.2021 | 9:56:50] [Sverige AKA Damian.]: Jej 

[19.1.2021 | 9:59:14] [Sverige AKA Damian.]: U 

[19.1.2021 | 9:59:16] [Sverige AKA Damian.]: Uuu 

[19.1.2021 | 9:59:51] [Sverige AKA Damian.]: BŁĄD!!! 

[19.1.2021 | 10:0:0] [Sverige AKA Damian.]: <@632672411141013530> 

[19.1.2021 | 10:1:39] [Sverige AKA Damian.]: BŁĄD 

[19.1.2021 | 10:2:8] [Sverige AKA Damian.]: Cicjy 

[19.1.2021 | 10:2:10] [Sverige AKA Damian.]: Cichy 

[19.1.2021 | 10:2:17] [Sverige AKA Damian.]: Naprawisz to? 

[19.1.2021 | 10:2:29] [Sverige AKA Damian.]: Tu powinno być jak się czujesz 

[19.1.2021 | 10:3:37] [Cichy]: To jest API tłumacza google. 

[19.1.2021 | 10:3:44] [Cichy]: Nie mam na to wpływu. 

[19.1.2021 | 10:4:39] [Sverige AKA Damian.]: A ok 

[19.1.2021 | 12:39:27] [sirvel_wolf]: ?mc 

[19.1.2021 | 12:39:46] [sirvel_wolf]: /c 

[19.1.2021 | 12:42:19] [Sverige AKA Damian.]: Osz ty 

[19.1.2021 | 12:42:36] [Sverige AKA Damian.]: Chamie innym działasż ta komendą a mi nie? 

[19.1.2021 | 12:43:39] [Sverige AKA Damian.]: :( 

[19.1.2021 | 12:44:10] [Sverige AKA Damian.]: Xd 

[19.1.2021 | 22:26:10] [sirvel_wolf]: .collect-income 

[19.1.2021 | 22:26:15] [sirvel_wolf]: .work 

[19.1.2021 | 22:26:18] [sirvel_wolf]: .slut 

[19.1.2021 | 22:26:23] [sirvel_wolf]: .crime 

[19.1.2021 | 22:26:26] [sirvel_wolf]: .dep all 

[19.1.2021 | 22:26:32] [sirvel_wolf]: .bal 

[19.1.2021 | 22:26:41] [sirvel_wolf]: Noice 

[19.1.2021 | 22:28:0] [Invejosa]: .work 

[19.1.2021 | 22:28:2] [Invejosa]: .slut 

[19.1.2021 | 22:28:3] [Invejosa]: .crime 

[19.1.2021 | 22:28:6] [Invejosa]: .collect-income 

[19.1.2021 | 22:29:52] [💜-Agatka007-💜]: .work 

[19.1.2021 | 22:29:54] [💜-Agatka007-💜]: .crime 

[19.1.2021 | 22:29:56] [💜-Agatka007-💜]: .slut 

[19.1.2021 | 22:29:57] [💜-Agatka007-💜]: .dep all 

[19.1.2021 | 22:29:59] [💜-Agatka007-💜]: .bal 

[19.1.2021 | 22:30:9] [💜-Agatka007-💜]: .collect-income 

[19.1.2021 | 22:30:16] [💜-Agatka007-💜]: .bal 

[19.1.2021 | 22:57:51] [sirvel_wolf]: .rob Agatka007 

[19.1.2021 | 22:58:13] [sirvel_wolf]: .rob <@714205832501526528> 

[19.1.2021 | 22:58:20] [sirvel_wolf]: .dep all 

[19.1.2021 | 22:58:20] [NoOne]: <:AK_stonks:751679005597499423> 

[19.1.2021 | 22:58:25] [sirvel_wolf]: Xd 

[19.1.2021 | 22:58:28] [💜-Agatka007-💜]: .bal 

[19.1.2021 | 22:58:43] [sirvel_wolf]: .rob <@714205832501526528> 

[19.1.2021 | 22:58:50] [sirvel_wolf]: 😫 

[19.1.2021 | 22:59:5] [NoOne]: <:NotStonks:695234188600934480> 

[19.1.2021 | 23:9:49] [Asasin22]: .collect-income 

[19.1.2021 | 23:9:52] [Asasin22]: .work 

[19.1.2021 | 23:9:54] [Asasin22]: .crime 

[19.1.2021 | 23:9:56] [Asasin22]: .dep all 

[19.1.2021 | 23:9:59] [Asasin22]: .bal 

[19.1.2021 | 23:10:1] [Asasin22]: .shop 

[19.1.2021 | 23:10:6] [Asasin22]: .shop 2 

[20.1.2021 | 12:47:49] [Sverige AKA Damian.]: Collect-income 

[20.1.2021 | 12:47:58] [Sverige AKA Damian.]: .collect-income 

[20.1.2021 | 15:13:22] [Asasin22]: .collect-income 

[20.1.2021 | 15:13:25] [Asasin22]: .work 

[20.1.2021 | 15:13:27] [Asasin22]: .crime 

[20.1.2021 | 15:13:32] [Asasin22]: .dep all 

[20.1.2021 | 15:25:34] [💜-Agatka007-💜]: .work 

[20.1.2021 | 15:25:36] [💜-Agatka007-💜]: .crime 

[20.1.2021 | 15:25:37] [💜-Agatka007-💜]: .alut 

[20.1.2021 | 15:25:39] [💜-Agatka007-💜]: .slut 

[20.1.2021 | 15:25:41] [💜-Agatka007-💜]: .dep all 

[20.1.2021 | 15:25:42] [💜-Agatka007-💜]: .bal 

[20.1.2021 | 15:26:28] [💜-Agatka007-💜]: .collect-income 

[20.1.2021 | 22:6:8] [Sverige AKA Damian.]: .work 

[20.1.2021 | 22:6:10] [Sverige AKA Damian.]: .alut 

[20.1.2021 | 22:6:14] [Sverige AKA Damian.]: .crime 

[20.1.2021 | 22:6:16] [Sverige AKA Damian.]: .slut 

[20.1.2021 | 22:6:19] [Sverige AKA Damian.]: .dep all 

[20.1.2021 | 22:6:28] [Sverige AKA Damian.]: .money 

[20.1.2021 | 22:44:22] [sirvel_wolf]: .collect-income 

[20.1.2021 | 22:44:27] [sirvel_wolf]: .work 

[20.1.2021 | 22:44:30] [sirvel_wolf]: .slut 

[20.1.2021 | 22:44:33] [sirvel_wolf]: .crime 

[20.1.2021 | 22:44:36] [sirvel_wolf]: .dep all 

[20.1.2021 | 22:44:41] [sirvel_wolf]: Ufff 

[20.1.2021 | 22:44:48] [sirvel_wolf]: .bal 

[20.1.2021 | 22:46:32] [sirvel_wolf]: .bal <@634450543179333643> 

[20.1.2021 | 22:46:53] [sirvel_wolf]: .rob <@634450543179333643> 

[20.1.2021 | 22:47:10] [Invejosa]: s?help 

[20.1.2021 | 22:47:13] [sirvel_wolf]: .bal 

[20.1.2021 | 22:47:15] [Invejosa]: s?stats top 

[20.1.2021 | 22:47:26] [sirvel_wolf]: .withdraw 31 

[20.1.2021 | 23:28:18] [Invejosa]: .slut 

[20.1.2021 | 23:28:19] [Invejosa]: .crime 

[20.1.2021 | 23:28:21] [Invejosa]: .work 

[20.1.2021 | 23:28:25] [Invejosa]: .dep all 

[20.1.2021 | 23:28:27] [Invejosa]: .money 

[20.1.2021 | 23:29:44] [Invejosa]: .with 1000 

[20.1.2021 | 23:29:51] [Invejosa]: .give-money <@!751411028041924631> 250 

[20.1.2021 | 23:29:59] [Invejosa]: .give-money <@!519532239995011073> 250 

[20.1.2021 | 23:30:5] [Invejosa]: .give-money <@!748061664447823963> 250 

[20.1.2021 | 23:30:12] [Invejosa]: .give-money <@!562341280726908930> 250 

[20.1.2021 | 23:30:28] [Invejosa]: .with 250 

[20.1.2021 | 23:30:28] [Sverige AKA Damian.]: Nie mi niepotrzeba 

[20.1.2021 | 23:30:29] [Szop Pracz]: Nie trzeba było 

[20.1.2021 | 23:30:34] [Sverige AKA Damian.]: .money 

[20.1.2021 | 23:30:34] [NoOne]: .give-money <@793522598000459788> 300 

[20.1.2021 | 23:30:35] [Invejosa]: Ale to prezent, ode mnie (: 

[20.1.2021 | 23:30:43] [Invejosa]: Przyjmijcie 

[20.1.2021 | 23:30:45] [Invejosa]: To prezent 

[20.1.2021 | 23:30:49] [Invejosa]: Prezentów sie nie odrzuca 

[20.1.2021 | 23:30:52] [Szop Pracz]: Ona tak robi reklame 

[20.1.2021 | 23:30:55] [Mr.BibleThump]: Nie trzeba ale dziękuję za gest 

[20.1.2021 | 23:31:1] [Invejosa]: .give-money <@!598536600493752320> 250 

[20.1.2021 | 23:31:3] [Sverige AKA Damian.]: Jak to prezent to go zachowam 

[20.1.2021 | 23:31:4] [Szop Pracz]: I na kas 

[20.1.2021 | 23:31:16] [Szop Pracz]: Daj szopkowi troche 

[20.1.2021 | 23:31:25] [Szop Pracz]: Jeszcz 

[20.1.2021 | 23:31:32] [Szop Pracz]: :3 

[20.1.2021 | 23:31:35] [Sverige AKA Damian.]: .give-money <@751411028041924631>  600 

[20.1.2021 | 23:31:38] [Sverige AKA Damian.]: Masz 

[20.1.2021 | 23:31:44] [Szop Pracz]: c; 

[20.1.2021 | 23:31:51] [Szop Pracz]: Monwy monwy money 

[20.1.2021 | 23:31:52] [Sverige AKA Damian.]: Na pocieche dobre życie i przyjemnosci 

[20.1.2021 | 23:31:59] [Szop Pracz]: Is funny 

[20.1.2021 | 23:32:5] [Invejosa]: <:Money:797453898372612096> 

[20.1.2021 | 23:32:15] [Szop Pracz]: In the rich mans world 

[20.1.2021 | 23:32:40] [Szop Pracz]: Abba 

[20.1.2021 | 23:34:26] [Shibe]: .collect-income 

[20.1.2021 | 23:34:30] [Shibe]: .wiek 

[20.1.2021 | 23:34:31] [Shibe]: .work 

[20.1.2021 | 23:34:33] [Shibe]: .crime 

[20.1.2021 | 23:34:35] [Shibe]: .slur 

[20.1.2021 | 23:34:37] [Shibe]: .slur 

[20.1.2021 | 23:34:39] [Shibe]: .slut 

[20.1.2021 | 23:34:45] [Szop Pracz]: . collect-income 

[20.1.2021 | 23:34:51] [Szop Pracz]: .dep all 

[20.1.2021 | 23:35:8] [Szop Pracz]: 2,250 idzie do portfela 

[20.1.2021 | 23:35:10] [Shibe]: .rob <@634450543179333643> 

[20.1.2021 | 23:35:13] [Shibe]: .dep all 

[20.1.2021 | 23:35:27] [Invejosa]: .collect-income 

[20.1.2021 | 23:36:17] [Shibe]: Svip? 

[20.1.2021 | 23:36:22] [Shibe]: .bal 

[20.1.2021 | 23:36:28] [Shibe]: .top 

[20.1.2021 | 23:52:50] [Szop Pracz]: /raccoon 

[20.1.2021 | 23:52:58] [Szop Pracz]: :c 

[20.1.2021 | 23:55:25] [NoOne]: 🦝 

[21.1.2021 | 0:6:30] [NoOne]: s?stats top 

[21.1.2021 | 0:21:15] [NoOne]: . collect-income 

[21.1.2021 | 0:21:18] [NoOne]: .work 

[21.1.2021 | 0:21:21] [NoOne]: .slut 

[21.1.2021 | 0:21:22] [NoOne]: .crime 

[21.1.2021 | 0:21:24] [NoOne]: .dep all 

[21.1.2021 | 0:21:36] [💜-Agatka007-💜]: .work 

[21.1.2021 | 0:21:40] [💜-Agatka007-💜]: .crime 

